fish_id,site_id,year,day,month,location,fish_num,species,length,height,Lep_cope,chalA,chalB,Lep_PAmale,Lep_PAfemale,Lep_male,Lep_nongravid,Lep_gravid,Caligus_cope,Caligus_mot,Caligus_gravid,unid_cope,chal_unid,unid_PA,unid_adult,chal_scar,pred_scar,mot_scar,hem,mateguarding,eroded_gill,blue_blotches,pinched_belly,scales,comments
4935,175,2006,29,3,Glacier,,pink,32,,,,,,,,0,,,,,,,,,,,,,,,,,,
4936,175,2006,29,3,Glacier,,pink,32,,2,,,,,,0,,,,,,,,,,,,,,,,,,
4937,175,2006,29,3,Glacier,,pink,33,,,,,,,,0,,,,,,,,,,,,,,,,,,
4938,175,2006,29,3,Glacier,,pink,33,,,,,,,,0,,,,,,,,,,,,,,,,,,
4939,175,2006,29,3,Glacier,,pink,33,,,,,,,,0,,,,,,,,,,,,,,,,,,
4940,175,2006,29,3,Glacier,,pink,34,,,,,,,,0,,,,,,,,,,,,,,,,,,
4941,175,2006,29,3,Glacier,,pink,35,,,,,,,,0,,,,,,,,,,,,,,,,,,
4942,175,2006,29,3,Glacier,,pink,35,,1,,,,,,0,,,,,,,,,,,,,,,,,,
4943,175,2006,29,3,Glacier,,pink,35,,,,,,,,0,,,,,,,,,,,,,,,,,,
4944,175,2006,29,3,Glacier,,pink,35,,,,,,,,0,,,,,,,,,,,,,,,,,,
4945,175,2006,29,3,Glacier,,pink,35,,1,,,,,,0,,,,,,,,,,,,,,,,,,
4946,175,2006,29,3,Glacier,,pink,35,,,,,,,,0,,,,,,,,,,,,,,,,,,
4947,175,2006,29,3,Glacier,,pink,35,,,,,,,,0,,,,,,,,,,,,,,,,,,
4948,175,2006,29,3,Glacier,,pink,35,,,,,,,,0,,,,,,,,,,,,,,,,,,
4949,175,2006,29,3,Glacier,,pink,35,,,,,,,,0,,,,,,,,,,,,,,,,,,
4950,175,2006,29,3,Glacier,,pink,36,,,,,,,,0,,,,,,,,,,,,,,,,,,
4951,175,2006,29,3,Glacier,,pink,36,,1,,,,,,0,,,,,,,,,,,,,,,,,,
4952,175,2006,29,3,Glacier,,pink,36,,,,,,,,0,,,,,,,,,,,,,,,,,,
4953,175,2006,29,3,Glacier,,pink,36,,,,,,,,0,,,,,,,,,,,,,,,,,,
4954,175,2006,29,3,Glacier,,pink,36,,2,,,,,,0,,,,,,,,,,,,,,,,,,
4955,175,2006,29,3,Glacier,,pink,36,,,,,,,,0,,,,,,,,,,,,,,,,,,
4956,175,2006,29,3,Glacier,,pink,36,,,,,,,,0,,,,,,,,,,,,,,,,,,
4957,175,2006,29,3,Glacier,,pink,38,,,,,,,,0,,,,,,,,,,,,,,,,,,
4958,175,2006,29,3,Glacier,,pink,38,,1,2,,,,,0,,,,,,,,,,,,,,,,,,
4959,175,2006,29,3,Glacier,,pink,38,,1,1,,,,,0,,,,,,,,,,,,,,,,,,
4960,175,2006,29,3,Glacier,,pink,38,,,,,,,,0,,,,,,,,,,,,,,,,,,
4961,175,2006,29,3,Glacier,,pink,38,,2,,,,,,0,,,,,,,,,,,,,,,,,,
4962,175,2006,29,3,Glacier,,pink,38,,,,,,,,0,,,,,,,,,,,,,,,,,,
4963,175,2006,29,3,Glacier,,pink,42,,1,,,,,,0,,,,,,,,,,,,,,,,,,
4964,176,2006,3,4,Burdwood,,chum,32,,,,,,,,0,,,,,,,,,,,,,,,,,,
4965,176,2006,3,4,Burdwood,,chum,33,,,,,,,,0,,,,,,,,,,,,,,,,,,
4966,176,2006,3,4,Burdwood,,chum,33,,,,,,,,0,,,,,,,,,,,,,,,,,,
4967,176,2006,3,4,Burdwood,,chum,33,,,,,,,,0,,,,,,,,,,,,,,,,,,
4968,176,2006,3,4,Burdwood,,chum,33,,,,,,,,0,,,,,,,,,,,,,,,,,,
4969,176,2006,3,4,Burdwood,,chum,34,,,,,,,,0,,,,,,,,,,,,,,,,,,
4970,176,2006,3,4,Burdwood,,chum,35,,,1,,,,,0,,,,,,,,,,,,,,,,,,
4971,176,2006,3,4,Burdwood,,chum,35,,,,,,,,0,,,,,,,,,,,,,,,,,,
4972,176,2006,3,4,Burdwood,,chum,36,,,,,,,,0,,,,,,,,,,,,,,,,,,
4973,176,2006,3,4,Burdwood,,chum,36,,,4,,,,,0,,,,,,,,,,,,,,,,,,
4974,176,2006,3,4,Burdwood,,chum,36,,,,,,,,0,,,,,,,,,,,,,,,,,,
4975,176,2006,3,4,Burdwood,,chum,36,,,,,,,,0,,,,,,,,,,,,,,,,,,
4976,176,2006,3,4,Burdwood,,chum,36,,,,,,,,0,,,,,,,,,,,,,,,,,,
4977,176,2006,3,4,Burdwood,,chum,36,,,,,,,,0,,,,,,,,,,,,,,,,,,
4978,176,2006,3,4,Burdwood,,chum,36,,,,,,,,0,,,,,,,,,,,,,,,,,,
4979,176,2006,3,4,Burdwood,,chum,37,,,,,,,,0,,,,,,,,,,,,,,,,,,
4980,176,2006,3,4,Burdwood,,chum,37,,,,,,,,0,,,,,,,,,,,,,,,,,,
4981,176,2006,3,4,Burdwood,,chum,37,,,,,,,,0,,,,,,,,,,,,,,,,,,
4982,176,2006,3,4,Burdwood,,chum,37,,2,,,,,,0,,,,,,,,,,,,,,,,,,
4983,176,2006,3,4,Burdwood,,chum,37,,,,,,,,0,,,,,,,,,,,,,,,,,,
4984,176,2006,3,4,Burdwood,,chum,38,,,1,,,,,0,,,,,,,,,,,,,,,,,,
4985,176,2006,3,4,Burdwood,,chum,38,,,,,,,,0,,,,,,,,,,,,,,,,,,
4986,176,2006,3,4,Burdwood,,chum,38,,,,,,,,0,,,,,,,,,,,,,,,,,,
4987,176,2006,3,4,Burdwood,,chum,38,,,,,,,,0,,,,,,,,,,,,,,,,,,
4988,176,2006,3,4,Burdwood,,chum,38,,,,,,,,0,,,,,,,,,,,,,,,,,,
4989,176,2006,3,4,Burdwood,,chum,38,,,,,,,,0,,,,,,1,,,,,,,,,,,,
4990,176,2006,3,4,Burdwood,,chum,38,,,,,,,,0,,,,,,,,,,,,,,,,,,
4991,176,2006,3,4,Burdwood,,chum,38,,,1,,,,,0,,,,,,,,,,,,,,,,,,
4992,176,2006,3,4,Burdwood,,chum,38,,,,,,,,0,,,,,,,,,,,,,,,,,,
4993,176,2006,3,4,Burdwood,,chum,38,,,,,,,,0,,,,,,,,,,,,,,,,,,
4994,176,2006,3,4,Burdwood,,chum,38,,,1,,,,,0,,,,,,,,,,,,,,,,,,
4995,176,2006,3,4,Burdwood,,chum,38,,,,,,,,0,,1,,,,,,,,,,,,,,,,
4996,176,2006,3,4,Burdwood,,chum,38,,,,,,,,0,,,,,,,,,,,,,,,,,,
4997,176,2006,3,4,Burdwood,,chum,38,,,1,,,,,0,,,,,,,,,,,,,,,,,,
4998,176,2006,3,4,Burdwood,,chum,38,,,,,,,,0,,,,,,,,,,,,,,,,,,
4999,176,2006,3,4,Burdwood,,chum,39,,,1,,,,,0,,,,,,,,,,,,,,,,,,
5000,176,2006,3,4,Burdwood,,chum,39,,1,,,,,,0,,,,,,,,,,,,,,,,,,
5001,176,2006,3,4,Burdwood,,chum,39,,,,,,,,0,,1,,,,,,,,,,,,,,,,
5002,176,2006,3,4,Burdwood,,chum,40,,,,,,,,0,,,,,,,,,,,,,,,,,,
5003,176,2006,3,4,Burdwood,,chum,40,,,,,,,,0,,,,,,,,,,,,,,,,,,
5004,176,2006,3,4,Burdwood,,chum,40,,1,,,,,,0,,,,,,,,,,,,,,,,,,
5005,176,2006,3,4,Burdwood,,chum,40,,,2,,,,,0,,,,,,,,,,,,,,,,,,
5006,176,2006,3,4,Burdwood,,chum,40,,,,,,,,0,,,,,,,,,,,,,,,,,,
5007,176,2006,3,4,Burdwood,,chum,40,,,,,,,,0,,,,,,,,,,,,,,,,,,
5008,176,2006,3,4,Burdwood,,chum,40,,,,,,,,0,,,,,,,,,,,,,,,,,,
5009,176,2006,3,4,Burdwood,,chum,40,,,,,,,,0,,,,,,,,,,,,,,,,,,
5010,176,2006,3,4,Burdwood,,chum,41,,,1,,,,,0,,,,,,,,,,,,,,,,,,
5011,176,2006,3,4,Burdwood,,chum,41,,,,,,,,0,,,,,,,,,,,,,,,,,,
5012,176,2006,3,4,Burdwood,,chum,42,,,,,,,,0,,,,,,,,,,,,,,,,,,
5013,176,2006,3,4,Burdwood,,chum,42,,,1,,,,,0,,,,,,,,,,,,,,,,,,
5014,176,2006,3,4,Burdwood,,chum,42,,2,,,,,,0,,,,,,,,,,,,,,,,,,
5015,176,2006,3,4,Burdwood,,chum,43,,,,,,,,0,,,,,,,,,,,,,,,,,,
5016,176,2006,3,4,Burdwood,,chum,43,,,,,,,,0,,,,,,,,,,,,,,,,,,
5017,176,2006,3,4,Burdwood,,chum,43,,,,,,,,0,,,,,,,,,,,,,,,,,,
5018,176,2006,3,4,Burdwood,,chum,44,,,,,,,,0,,,,,,,,,,,,,,,,,,
5019,176,2006,3,4,Burdwood,,chum,45,,,,,,,,0,,,,,,,,,,,,,,,,,,
5020,176,2006,3,4,Burdwood,,chum,50,,,,,,,,0,,,,,,,,,,,,,,,,,,
5021,176,2006,3,4,Burdwood,,pink,31,,,,,,,,0,,,,,,,,,,,,,,,,,,yolk sac exposed
5022,176,2006,3,4,Burdwood,,pink,32,,,,,,,,0,,,,,,,,,,,,,,,,,,
5023,176,2006,3,4,Burdwood,,pink,32,,,2,,,,,0,,,,,,,,,,,,,,,,,,
5024,176,2006,3,4,Burdwood,,pink,32,,,,,,,,0,,,,,,,,,,,,,,,,,,
5025,176,2006,3,4,Burdwood,,pink,33,,1,1,,,,,0,,,,,,,,,,,,,,,,,,
5026,176,2006,3,4,Burdwood,,pink,33,,,1,,,,,0,,,,,,,,,,,,,,,,,,
5027,176,2006,3,4,Burdwood,,pink,35,,,,,,,,0,,,,,,,,,,,,,,,,,,
5028,176,2006,3,4,Burdwood,,pink,37,,1,2,,,,,0,,,,,,,,,,,,,,,,,,
5029,176,2006,3,4,Burdwood,,pink,37,,,,,,,,0,,,,,,,,,,,,,,,,,,
5030,176,2006,3,4,Burdwood,,pink,38,,1,1,,,,,0,,,,,,,,,,,,,,,,,,
5031,176,2006,3,4,Burdwood,,pink,38,,,,,,,,0,,,,,,,,,,,,,,,,,,
5032,176,2006,3,4,Burdwood,,pink,38,,,1,,,,,0,,,,,,,,,,,,,,,,,,
5033,176,2006,3,4,Burdwood,,pink,38,,2,,,,,,0,,,,,,,,,,,,,,,,,,
5034,176,2006,3,4,Burdwood,,pink,38,,,1,,,,,0,,,,,,,,,,,,,,,,,,
5035,176,2006,3,4,Burdwood,,pink,38,,,,,,,,0,,,,,,,,,,,,,,,,,,
5036,176,2006,3,4,Burdwood,,pink,40,,,1,,,,,0,,,,,,,,,,1,,,,,,,,"bird strike, popped eye"
5037,176,2006,3,4,Burdwood,,pink,40,,,1,,,,,0,,,,,,,,,,1,,,,,,,,bird strike
5038,176,2006,3,4,Burdwood,,pink,40,,,,,,,,0,,,,,,,,,,,,,,,,,,
5039,177,2006,4,4,Glacier,,chum,36,,,,,,,,0,,,,,,,,,,,,,,,,,,
5040,177,2006,4,4,Glacier,,chum,36,,,,,,,,0,,,,,,,,,,,,,,,,,,
5041,177,2006,4,4,Glacier,,chum,38,,,,,,,,0,,,,,,,,,,,,,,,,,,
5042,177,2006,4,4,Glacier,,chum,38,,,,,,,,0,,,,,,,,,,,,,,,,,,
5043,177,2006,4,4,Glacier,,chum,38,,,,,,,,0,,,,,,,,,,,,,,,,,,
5044,177,2006,4,4,Glacier,,chum,40,,,,,,,,0,,,,,,,,,,,,,,,,,,
5045,177,2006,4,4,Glacier,,chum,41,,,,,,,,0,,,,,,,,,,,,,,,,,,
5046,177,2006,4,4,Glacier,,pink,31,,,,,,,,0,,,,,,,,,,,,,,,,,,
5047,177,2006,4,4,Glacier,,pink,33,,,,,,,,0,,,,,,,,,,,,,,,,,,
5048,177,2006,4,4,Glacier,,pink,33,,,,,,,,0,,,,,,,,,,,,,,,,,,
5049,177,2006,4,4,Glacier,,pink,33,,,,,,,,0,,,,,,,,,,,,,,,,,,
5050,177,2006,4,4,Glacier,,pink,34,,,1,,,,,0,,,,,,,,,,,,,,,,,,
5051,177,2006,4,4,Glacier,,pink,35,,1,,,,,,0,,,,,,,,,,,,,,,,,,
5052,177,2006,4,4,Glacier,,pink,35,,,,,,,,0,,,,,,,,,,,,,,,,,,
5053,177,2006,4,4,Glacier,,pink,35,,,,,,,,0,,,,,,,,,,,,,,,,,,
5054,177,2006,4,4,Glacier,,pink,36,,,,,,,,0,,,,,,,,,,,,,,,,,,
5055,177,2006,4,4,Glacier,,pink,36,,,,,,,,0,,,,,,,,,,,,,,,,,,
5056,177,2006,4,4,Glacier,,pink,36,,,,,,,,0,,,,,,,,,,,,,,,,,,
5057,177,2006,4,4,Glacier,,pink,36,,,1,,,,,0,,,,,,,,,,,,,,,,,,
5058,177,2006,4,4,Glacier,,pink,37,,,,,,,,0,,,,,,,,,,,,,,,,,,
5059,177,2006,4,4,Glacier,,pink,37,,,,,,,,0,,,,,,,,,,,,,,,,,,
5060,177,2006,4,4,Glacier,,pink,37,,,,,,,,0,,,,,,,,,,,,,,,,,,
5061,177,2006,4,4,Glacier,,pink,38,,,,,,,,0,,,,,,,,,,,,,,,,,,
5062,177,2006,4,4,Glacier,,pink,38,,,,,,,,0,,,,,,,,,,,,,,,,,,
5063,177,2006,4,4,Glacier,,pink,38,,,,,,,,0,,,,,,,,,,,,,,,,,,
5064,177,2006,4,4,Glacier,,pink,38,,,,,,,,0,,,,,,,,,,,,,,,,,,
5065,177,2006,4,4,Glacier,,pink,38,,,1,,,,,0,,,,,,,,,,,,,,,,,,
5066,177,2006,4,4,Glacier,,pink,38,,,,,,,,0,,,,,,,,,,,,,,,,,,
5067,177,2006,4,4,Glacier,,pink,38,,,,,,,,0,,,,,,,,,,,,,,,,,,
5068,177,2006,4,4,Glacier,,pink,39,,,,,,,,0,,,,,,,,,,,,,,,,,,
5069,177,2006,4,4,Glacier,,pink,40,,,,,,,,0,,,,,,,,,,,,,,,,,,
5070,177,2006,4,4,Glacier,,pink,40,,,1,3,,,1,0,,,,,,,,,,,,,,,,,,
5071,177,2006,4,4,Glacier,,pink,41,,,,,,,,0,,,,,,,,,,,,,,,,,,
5072,177,2006,4,4,Glacier,,pink,41,,,2,,,,,0,,,,,,,,,,,,,,,,,,
5073,177,2006,4,4,Glacier,,pink,42,,,2,,,,1,0,,,,,,,,,,,,,,,,,,
5074,178,2006,5,4,Wicklow,,chum,37,,,,,,,,0,,,,,,,,,,,,,,,,,,
5075,178,2006,5,4,Wicklow,,chum,39,,,,,,,,0,,,,,,,,,,,,,,,,,,
5076,178,2006,5,4,Wicklow,,chum,39,,,,,,,,0,,1,,,,,,,,,,,,,,,,
5077,178,2006,5,4,Wicklow,,chum,50,,,,,,,,0,,,,,,,,,,,,,,,,,,
5078,178,2006,5,4,Wicklow,,pink,32,,,,1,,,,0,,,,,,,,,,,,,,,,,,
5079,178,2006,5,4,Wicklow,,pink,34,,,,,,,,0,,,,,,,,,,,,,,,,,,
5080,178,2006,5,4,Wicklow,,pink,34,,,,,,,,0,,,,,,,,,,,,,,,,,,
5081,178,2006,5,4,Wicklow,,pink,35,,,1,,,,,0,,,,,,,,,,,,,,,,,,
5082,178,2006,5,4,Wicklow,,pink,36,,,1,,,,,0,,,,,,,,,,,,,,,,,,
5083,178,2006,5,4,Wicklow,,pink,36,,,,,,,,0,,,,,,,,,,,,,,,,,,
5084,178,2006,5,4,Wicklow,,pink,37,,,,,,,,0,,,,,,,,,,,,,,,,,,
5085,178,2006,5,4,Wicklow,,pink,37,,,,,,,,0,,1,,,,,,,,,,,,,,,,
5086,178,2006,5,4,Wicklow,,pink,38,,,1,,,,,0,,,,,,,,,,,,,,,,,,
5087,178,2006,5,4,Wicklow,,pink,38,,,,,,,,0,,,,,,,,,,,,,,,,,,
5088,178,2006,5,4,Wicklow,,pink,38,,,2,,,,,0,,,,,,,,,,,,,,,,,,
5089,178,2006,5,4,Wicklow,,pink,38,,,,,,,,0,,,,,,,,,,,,,,,,,,
5090,178,2006,5,4,Wicklow,,pink,40,,,,,,,,0,,,,,,,,,,,,,,,,,,
5091,178,2006,5,4,Wicklow,,pink,40,,,,2,,,,0,,,,,,,,,,,,,,,,,,
5092,178,2006,5,4,Wicklow,,pink,40,,,,1,,,,0,,,,,,,,,,,,,,,,,,
5093,178,2006,5,4,Wicklow,,pink,42,,,2,,,,,0,,,,,,,,,,,,,,,,,,
5094,178,2006,5,4,Wicklow,,pink,42,,,,2,,,,0,,,,,,,1,,,,,,,,,,,
5095,178,2006,5,4,Wicklow,,pink,42,,,,,,,,0,,,,,,,,,,,,,,,,,,
5096,178,2006,5,4,Wicklow,,pink,44,,1,,,,,,0,,,,,,,,,,,,,,,,,,
5097,178,2006,5,4,Wicklow,,pink,46,,,3,,,,,0,,,,,,,,,,,,,,,,,,
5098,178,2006,5,4,Wicklow,,pink,47,,1,2,,,,,0,,,,,,,,,,,,,,,,,,
5099,178,2006,5,4,Wicklow,,pink,48,,,,,,,,0,,,,,,,,,,,,,,,,,,
5100,179,2006,7,4,Glacier,,chum,32,,,,,,,,0,,,,,,,,,,,,,,,,,,
5101,179,2006,7,4,Glacier,,chum,33,,,,,,,,0,,,,,,,,,,,,,,,,,,
5102,179,2006,7,4,Glacier,,chum,35,,,,,,,,0,,,,,,,,,,,,,,,,,,
5103,179,2006,7,4,Glacier,,chum,36,,,,,,,,0,,,,,,,,,,,,,,,,,,
5104,179,2006,7,4,Glacier,,chum,36,,,,,,,,0,,,,,,,,,,,,,,,,,,
5105,179,2006,7,4,Glacier,,chum,37,,,,,,,,0,,,,,,,,,,,,,,,,,,
5106,179,2006,7,4,Glacier,,chum,37,,,,,,,,0,,,,,,,,,,,,,,,,,,
5107,179,2006,7,4,Glacier,,chum,37,,,,,,,,0,,,,,,,,,,,,,,,,,,
5108,179,2006,7,4,Glacier,,chum,37,,,,,,,,0,,,,,,,,,,,,,,,,,,
5109,179,2006,7,4,Glacier,,chum,37,,,,,,,,0,,,,,,,,,,,,,,,,,,
5110,179,2006,7,4,Glacier,,chum,37,,,,,,,,0,,,,,,,,,,,,,,,,,,
5111,179,2006,7,4,Glacier,,chum,37,,,,,,,,0,,,,,,,,,,,,,,,,,,
5112,179,2006,7,4,Glacier,,chum,37,,,,,,,,0,,,,,,,,,,,,,,,,,,
5113,179,2006,7,4,Glacier,,chum,37,,,,,,,,0,,,,,,,,,,,,,,,,,,
5114,179,2006,7,4,Glacier,,chum,38,,,,,,,,0,,,,,,,,,,,,,,,,,,
5115,179,2006,7,4,Glacier,,chum,38,,,,,,,,0,,,,,,,,,,,,,,,,,,
5116,179,2006,7,4,Glacier,,chum,39,,,,,,,,0,,,,,,,,,,,,,,,,,,
5117,179,2006,7,4,Glacier,,chum,39,,,,,,,,0,,,,,,,,,,,,,,,,,,
5118,179,2006,7,4,Glacier,,chum,39,,,,,,,,0,,,,,,,,,,,,,,,,,,
5119,179,2006,7,4,Glacier,,chum,39,,,,,,,,0,,,,,,,,,,,,,,,,,,
5120,179,2006,7,4,Glacier,,chum,39,,,,,,,,0,,,,,,,,,,,,,,,,,,
5121,179,2006,7,4,Glacier,,chum,39,,,,,,,,0,,,,,,,,,,,,,,,,,,
5122,179,2006,7,4,Glacier,,chum,40,,,,,,,,0,,,,,,,,,,,,,,,,,,
5123,179,2006,7,4,Glacier,,chum,45,,,,,,,,0,,,,,,,,,,,,,,,,,,
5124,179,2006,7,4,Glacier,,pink,31,,,,,,,,0,,,,,,,,,,,,,,,,,,
5125,179,2006,7,4,Glacier,,pink,32,,,,,,,,0,,,,,,,,,,,,,,,,,,
5126,179,2006,7,4,Glacier,,pink,32,,1,,,,,,0,,,,,,,,,,,,,,,,,,
5127,179,2006,7,4,Glacier,,pink,32,,,,,,,,0,,,,,,,,,,,,,,,,,,
5128,179,2006,7,4,Glacier,,pink,33,,,,,,,,0,,,,,,,,,,,,,,,,,,
5129,179,2006,7,4,Glacier,,pink,33,,,,,,,,0,,,,,,,,,,,,,,,,,,
5130,179,2006,7,4,Glacier,,pink,33,,,,,,,,0,,,,,,,,,,,,,,,,,,
5131,179,2006,7,4,Glacier,,pink,33,,,,,,,,0,,,,,,,,,,,,,,,,,,
5132,179,2006,7,4,Glacier,,pink,33,,,,,,,,0,,,,,,,,,,,,,,,,,,
5133,179,2006,7,4,Glacier,,pink,33,,,,,,,,0,,,,,,,,,,,,,,,,,,
5134,179,2006,7,4,Glacier,,pink,34,,,,,,,,0,,,,,,,,,,,,,,,,,,
5135,179,2006,7,4,Glacier,,pink,34,,,,,,,,0,,,,,,,,,,,,,,,,,,
5136,179,2006,7,4,Glacier,,pink,34,,1,,,,,,0,,,,,,,,,,,,,,,,,,
5137,179,2006,7,4,Glacier,,pink,34,,1,,,,,,0,,,,,,,,,,,,,,,,,,
5138,179,2006,7,4,Glacier,,pink,35,,,,,,,,0,,,,,,,,,,,,,,,,,,
5139,179,2006,7,4,Glacier,,pink,35,,,,,,,,0,,,,,,,,,,,,,,,,,,
5140,179,2006,7,4,Glacier,,pink,36,,,,,,,,0,,,,,,,,,,,,,,,,,,
5141,179,2006,7,4,Glacier,,pink,36,,,,,,,,0,,,,,,,,,,,,,,,,,,
5142,179,2006,7,4,Glacier,,pink,36,,,,,,,,0,,,,,,,,,,,,,,,,,,
5143,179,2006,7,4,Glacier,,pink,36,,1,,,,,,0,,,,,,,,,,,,,,,,,,
5144,179,2006,7,4,Glacier,,pink,37,,,,,,,,0,,,,,,,,,,,,,,,,,,
5145,179,2006,7,4,Glacier,,pink,37,,,,,,,,0,,,,,,,,,,,,,,,,,,
5146,179,2006,7,4,Glacier,,pink,37,,1,,,,,,0,,,,,,,,,,,,,,,,,,
5147,179,2006,7,4,Glacier,,pink,37,,,,,,,,0,,,,,,,,,,,,,,,,,,
5148,179,2006,7,4,Glacier,,pink,37,,,,,,,,0,,,,,,,,,,,,,,,,,,
5149,179,2006,7,4,Glacier,,pink,38,,,1,,,,,0,,,,,,,,,,,,,,,,,,
5150,179,2006,7,4,Glacier,,pink,38,,1,2,,,,,0,,,,,,,,,,,,,,,,,,
5151,179,2006,7,4,Glacier,,pink,38,,,,1,,,,0,,,,,,,,,,,,,,,,,,
5152,179,2006,7,4,Glacier,,pink,39,,,,,,,,0,,,,,,,,,,,,,,,,,,
5153,179,2006,7,4,Glacier,,pink,39,,,,,,,,0,,,,,,,,,,,,,,,,,,
5154,179,2006,7,4,Glacier,,pink,40,,,,,,,,0,,,,,,,,,,,,,,,,,,
5155,180,2006,8,4,Burdwood,,chum,32,,,,,,,,0,,,,,,,,,,,,,,,,,,
5156,180,2006,8,4,Burdwood,,chum,32,,,,,,,,0,,,,,,,,,,,,,,,,,,
5157,180,2006,8,4,Burdwood,,chum,34,,2,,,,,,0,,,,,,,,,,,,,,,,,,
5158,180,2006,8,4,Burdwood,,chum,34,,,,,,,,0,,,,,,,,,,,,,,,,,,
5159,180,2006,8,4,Burdwood,,chum,34,,,,,,,,0,,,,,,,,,,,,,,,,,,
5160,180,2006,8,4,Burdwood,,chum,35,,,,,,,,0,,,,,,,,,,,,,,,,,,
5161,180,2006,8,4,Burdwood,,chum,35,,1,,,,,,0,,,,,,,,,,,,,,,,,,
5162,180,2006,8,4,Burdwood,,chum,36,,1,,,,,,0,,,,,,,,,,,,,,,,,,
5163,180,2006,8,4,Burdwood,,chum,37,,,,,,,,0,,,,,,,,,,,,,,,,,,
5164,180,2006,8,4,Burdwood,,chum,37,,,,,,,,0,,,,,,,,,,,,,,,,,,
5165,180,2006,8,4,Burdwood,,chum,37,,2,,,,,,0,,,,,,,,,,,,,,,,,,
5166,180,2006,8,4,Burdwood,,chum,37,,1,,,,,,0,,,,,,,,,,,,,,,,,,
5167,180,2006,8,4,Burdwood,,chum,37,,1,,,,,,0,,,,,,,,,,,,,,,,,,
5168,180,2006,8,4,Burdwood,,chum,37,,,,,,,,0,,,,,,,,,,,,,,,,,,
5169,180,2006,8,4,Burdwood,,chum,38,,,,,,,,0,,,,,,,,,,,,,,,,,,Data on dark and light chums starts at this date.
5170,180,2006,8,4,Burdwood,,chum,38,,,,,,,,0,,,,,,,,,,,,,,,,,,
5171,180,2006,8,4,Burdwood,,chum,38,,1,1,,,,,0,,,,,,,,,,,,,,,,,,
5172,180,2006,8,4,Burdwood,,chum,38,,,,,,,,0,,,,,,,,,,,,,,,,,,
5173,180,2006,8,4,Burdwood,,chum,38,,,1,,,,,0,,,,,,,,,,,,,,,,,,
5174,180,2006,8,4,Burdwood,,chum,39,,,,,,,,0,,,,,,,,,,,,,,,,,,
5175,180,2006,8,4,Burdwood,,chum,39,,,,,,,,0,,,,,,,,,,,,,,,,,,
5176,180,2006,8,4,Burdwood,,chum,40,,1,1,,,,,0,,,,,,,,,,,,,,,,,,
5177,180,2006,8,4,Burdwood,,chum,40,,,,,,,,0,,,,,,,,,,,,,,,,,,
5178,180,2006,8,4,Burdwood,,chum,40,,1,1,,,,,0,,,,,,,,,,,,,,,,,,
5179,180,2006,8,4,Burdwood,,chum,40,,,,,,,,0,,,,,,,,,,,,,,,,,,
5180,180,2006,8,4,Burdwood,,chum,42,,1,,,,,,0,,,,,,,,,,,,,,,,,,
5181,180,2006,8,4,Burdwood,,pink,31,,3,,,,,,0,,,,,,,,,,,,,,,,,,
5182,180,2006,8,4,Burdwood,,pink,31,,,,,,,,0,,,,,,,,,,,,,,,,,,
5183,180,2006,8,4,Burdwood,,pink,32,,1,,,,,,0,,,,,,,,,,,,,,,,,,
5184,180,2006,8,4,Burdwood,,pink,32,,,1,,,,,0,,,,,,,,,,,,,,,,,,
5185,180,2006,8,4,Burdwood,,pink,32,,1,,,,,,0,,,,,,,,,,,,,,,,,,
5186,180,2006,8,4,Burdwood,,pink,33,,2,,,,,,0,,,,,,,,,,,,,,,,,,
5187,180,2006,8,4,Burdwood,,pink,33,,3,,,,,,0,,,,,,,,,,,,,,,,,,
5188,180,2006,8,4,Burdwood,,pink,33,,1,,,,,,0,,,,,,,,,,,,,,,,,,
5189,180,2006,8,4,Burdwood,,pink,33,,,,,,,,0,,,,,,,,,,,,,,,,,,
5190,180,2006,8,4,Burdwood,,pink,34,,,,,,,,0,,,,,,,,,,,,,,,,,,
5191,180,2006,8,4,Burdwood,,pink,34,,,1,,,,,0,,,,,,,1,,,,,,,,,,,
5192,180,2006,8,4,Burdwood,,pink,35,,2,,,,,,0,,,,,,,,,,,,,,,,,,
5193,180,2006,8,4,Burdwood,,pink,35,,,,,,,,0,,,,,,,,,,,,,,,,,,
5194,180,2006,8,4,Burdwood,,pink,35,,1,,,,,,0,,,,,,,,,,,,,,,,,,
5195,180,2006,8,4,Burdwood,,pink,35,,1,1,,,,,0,,,,,,,,,,,,,,,,,,
5196,180,2006,8,4,Burdwood,,pink,35,,,,,,,,0,,,,,,,,,,,,,,,,,,
5197,180,2006,8,4,Burdwood,,pink,36,,,,,,,,0,,,,,,,,,,,,,,,,,,
5198,180,2006,8,4,Burdwood,,pink,37,,,2,,,,,0,,,,,,1,,,,,,,,,,,,
5199,180,2006,8,4,Burdwood,,pink,38,,,3,1,,,,0,,1,,,,,1,,,,,,,,,,,
5200,180,2006,8,4,Burdwood,,pink,38,,,,,,,,0,,,,,,,,,,,,,,,,,,
5201,180,2006,8,4,Burdwood,,pink,38,,1,1,,,,,0,,,,,,,,,,,,,,,,,,
5202,180,2006,8,4,Burdwood,,pink,38,,,,2,,,,0,,,,,,,,,,,,,,,,,,
5203,180,2006,8,4,Burdwood,,pink,38,,,2,,,,,0,,,,,,,,,,,,,,,,,,
5204,180,2006,8,4,Burdwood,,pink,41,,1,1,,,,,0,,,,,,,,,,,,,,,,,,
