farm,year,month,day,lice,pen,num_fish
SP,2006,3,18,1,0,1
SP,2006,3,18,6,0,1
SP,2006,3,18,2,0,1
SP,2006,3,18,1,0,1
SP,2006,3,18,4,1,1
SP,2006,3,18,1,0,1
SP,2006,3,18,4,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,2,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,1,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,1,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,1,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,1,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,1,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,1,0,1
SP,2006,4,22,2,1,1
SP,2006,4,22,0,0,1
SP,2006,4,22,6,2,1
SP,2006,4,22,0,0,1
SP,2006,4,22,1,0,1
SP,2006,4,22,0,0,1
SP,2006,4,22,0,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,1,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,1,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,2,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,2,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,1,0,1
SP,2006,4,29,1,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,0,0,1
SP,2006,4,29,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,1,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,1,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,1,0,1
SP,2006,5,6,1,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,1,1,1
SP,2006,5,6,0,0,1
SP,2006,5,6,1,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,1,1,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,1,1,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,1,1,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,2,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,6,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,1,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,1,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,1,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,1,0,1
SP,2006,5,19,1,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,1,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,3,0,1
SP,2006,5,19,3,2,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,19,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,1,1,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,1,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,2,2,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,1,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,5,26,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,1,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,2,0,1
SP,2006,6,2,1,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,1,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,1,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,2,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,1,0,1
SP,2006,6,9,1,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,1,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,3,2,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,1,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,9,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,1,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,1,1,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,16,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,1,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,1,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,1,1,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,23,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,2,2,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,1,1,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,1,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,3,2,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,3,3,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
SP,2006,6,30,0,0,1
HR,2005,11,9,3,1,1
HR,2005,11,9,1,0,1
HR,2005,11,9,1,1,1
HR,2005,11,9,3,1,1
HR,2005,11,9,2,0,1
HR,2005,11,9,1,1,1
HR,2005,11,9,1,1,1
HR,2005,11,9,2,0,1
HR,2005,11,9,1,1,1
HR,2005,11,9,1,1,1
HR,2005,11,9,1,0,1
HR,2005,11,9,4,0,1
HR,2005,11,9,2,0,1
HR,2005,11,9,1,0,1
HR,2005,11,9,4,0,1
HR,2005,11,9,5,0,1
HR,2005,11,9,0,0,1
HR,2005,11,9,2,0,1
HR,2005,11,9,2,2,1
HR,2005,11,9,0,0,1
HR,2005,11,9,3,1,1
HR,2005,11,9,0,0,1
HR,2005,11,9,2,1,1
HR,2005,11,9,1,1,1
HR,2005,11,9,0,0,1
HR,2005,11,9,1,0,1
HR,2005,11,9,0,0,1
HR,2005,11,9,4,0,1
HR,2005,11,9,1,0,1
HR,2005,11,9,3,1,1
HR,2005,11,9,2,2,1
HR,2005,11,9,0,0,1
HR,2005,11,9,0,0,1
HR,2005,11,9,2,2,1
HR,2005,11,9,1,0,1
HR,2005,11,9,3,0,1
HR,2005,11,9,0,0,1
HR,2005,11,9,1,0,1
HR,2005,11,9,4,1,1
HR,2005,11,9,0,0,1
HR,2005,11,9,0,0,1
HR,2005,11,9,0,0,1
HR,2005,11,9,3,0,1
HR,2005,11,9,0,0,1
HR,2005,11,9,3,0,1
HR,2005,11,9,2,0,1
HR,2005,11,9,3,0,1
HR,2005,11,9,2,0,1
HR,2005,11,9,1,1,1
HR,2005,11,9,0,0,1
HR,2005,11,9,2,0,1
HR,2005,11,9,1,1,1
HR,2005,11,9,4,0,1
HR,2005,11,9,0,0,1
HR,2005,11,9,2,0,1
HR,2005,11,9,2,1,1
HR,2005,11,9,0,0,1
HR,2005,11,9,1,0,1
HR,2005,11,9,0,0,1
HR,2005,11,9,1,0,1
HR,2005,12,8,3,1,1
HR,2005,12,8,1,0,1
HR,2005,12,8,3,2,1
HR,2005,12,8,1,0,1
HR,2005,12,8,1,0,1
HR,2005,12,8,2,0,1
HR,2005,12,8,2,0,1
HR,2005,12,8,1,0,1
HR,2005,12,8,2,0,1
HR,2005,12,8,1,0,1
HR,2005,12,8,2,0,1
HR,2005,12,8,1,0,1
HR,2005,12,8,2,0,1
HR,2005,12,8,2,0,1
HR,2005,12,8,0,0,1
HR,2005,12,8,1,0,1
HR,2005,12,8,4,1,1
HR,2005,12,8,1,0,1
HR,2005,12,8,2,0,1
HR,2005,12,8,0,0,1
HR,2005,12,8,0,0,1
HR,2005,12,8,2,0,1
HR,2005,12,8,2,0,1
HR,2005,12,8,1,0,1
HR,2005,12,8,0,0,1
HR,2005,12,8,5,1,1
HR,2005,12,8,1,0,1
