farm,year,month,day,lice,pen,num_fish
SP,2005,12,30,0,0,1
SP,2005,12,30,0,0,1
SP,2005,12,30,0,0,1
SP,2005,12,30,0,0,1
SP,2005,12,30,0,0,1
SP,2005,12,30,0,0,1
SP,2005,12,30,0,0,1
SP,2005,12,30,0,0,1
SP,2005,12,30,0,0,1
SP,2005,12,30,0,0,1
SP,2005,12,30,0,0,1
SP,2005,12,30,0,0,1
SP,2005,12,30,0,0,1
SP,2005,12,30,1,0,1
SP,2005,12,30,2,0,1
SP,2005,12,30,0,0,1
SP,2005,12,30,1,0,1
SP,2005,12,30,0,0,1
SP,2005,12,30,1,0,1
SP,2005,12,30,0,0,1
SP,2005,12,30,0,0,1
SP,2005,12,30,0,0,1
SP,2005,12,30,0,0,1
SP,2005,12,30,0,0,1
SP,2005,12,30,0,0,1
SP,2005,12,30,0,0,1
SP,2005,12,30,0,0,1
SP,2005,12,30,0,0,1
SP,2005,12,30,0,0,1
SP,2005,12,30,0,0,1
SP,2005,12,30,0,0,1
SP,2005,12,30,0,0,1
SP,2005,12,30,0,0,1
SP,2005,12,30,0,0,1
SP,2005,12,30,1,0,1
SP,2005,12,30,0,0,1
SP,2005,12,30,1,0,1
SP,2005,12,30,0,0,1
SP,2005,12,30,0,0,1
SP,2005,12,30,0,0,1
SP,2005,12,30,0,0,1
SP,2005,12,30,0,0,1
SP,2006,1,12,1,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,1,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,1,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,2,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,1,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,2,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,1,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,1,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,3,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,1,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,1,0,1
SP,2006,1,12,1,0,1
SP,2006,1,12,1,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,2,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,1,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,1,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,1,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,0,0,1
SP,2006,1,12,0,0,1
SP,2006,1,27,0,0,1
SP,2006,1,27,1,0,1
SP,2006,1,27,3,0,1
SP,2006,1,27,0,0,1
SP,2006,1,27,1,0,1
SP,2006,1,27,1,1,1
SP,2006,1,27,3,0,1
SP,2006,1,27,0,0,1
SP,2006,1,27,1,0,1
SP,2006,1,27,1,0,1
SP,2006,1,27,0,0,1
SP,2006,1,27,1,0,1
SP,2006,1,27,0,0,1
SP,2006,1,27,2,1,1
SP,2006,1,27,1,0,1
SP,2006,1,27,1,0,1
SP,2006,1,27,0,0,1
SP,2006,1,27,0,0,1
SP,2006,1,27,0,0,1
SP,2006,1,27,0,0,1
SP,2006,1,27,5,0,1
SP,2006,1,27,1,0,1
SP,2006,1,27,1,0,1
SP,2006,1,27,4,0,1
SP,2006,1,27,1,0,1
SP,2006,1,27,0,0,1
SP,2006,1,27,0,0,1
SP,2006,1,27,2,0,1
SP,2006,1,27,0,0,1
SP,2006,1,27,1,0,1
SP,2006,1,27,1,0,1
SP,2006,1,27,0,0,1
SP,2006,1,27,4,0,1
SP,2006,1,27,0,0,1
SP,2006,1,27,1,0,1
SP,2006,1,27,0,0,1
SP,2006,1,27,1,0,1
SP,2006,1,27,1,0,1
SP,2006,1,27,4,0,1
SP,2006,1,27,0,0,1
SP,2006,1,27,0,0,1
SP,2006,1,27,0,0,1
SP,2006,1,27,0,0,1
SP,2006,1,27,0,0,1
SP,2006,1,27,0,0,1
SP,2006,1,27,0,0,1
SP,2006,1,27,3,0,1
SP,2006,1,27,0,0,1
SP,2006,1,27,2,0,1
SP,2006,1,27,1,0,1
SP,2006,1,27,2,0,1
SP,2006,1,27,0,0,1
SP,2006,1,27,0,0,1
SP,2006,1,27,0,0,1
SP,2006,1,27,4,1,1
SP,2006,1,27,2,0,1
SP,2006,1,27,0,0,1
SP,2006,1,27,1,0,1
SP,2006,1,27,3,1,1
SP,2006,1,27,2,2,1
SP,2006,1,27,1,0,1
SP,2006,1,27,0,0,1
SP,2006,1,27,1,1,1
SP,2006,1,27,0,0,1
SP,2006,1,27,1,0,1
SP,2006,1,27,2,1,1
SP,2006,1,27,1,0,1
SP,2006,1,27,1,1,1
SP,2006,1,27,1,0,1
SP,2006,1,27,1,0,1
SP,2006,1,27,0,0,1
SP,2006,1,27,1,0,1
SP,2006,1,27,2,0,1
SP,2006,1,27,0,0,1
SP,2006,1,27,0,0,1
SP,2006,1,27,0,0,1
SP,2006,1,27,2,0,1
SP,2006,1,27,0,0,1
SP,2006,1,27,3,0,1
SP,2006,1,27,0,0,1
SP,2006,2,8,2,0,1
SP,2006,2,8,1,0,1
SP,2006,2,8,4,0,1
SP,2006,2,8,4,0,1
SP,2006,2,8,2,0,1
SP,2006,2,8,0,0,1
SP,2006,2,8,3,0,1
SP,2006,2,8,3,0,1
SP,2006,2,8,3,0,1
SP,2006,2,8,3,0,1
SP,2006,2,8,3,0,1
SP,2006,2,8,1,0,1
SP,2006,2,8,0,0,1
SP,2006,2,8,1,0,1
SP,2006,2,8,2,2,1
SP,2006,2,8,0,0,1
SP,2006,2,8,9,1,1
SP,2006,2,8,4,0,1
SP,2006,2,8,1,0,1
SP,2006,2,8,1,0,1
SP,2006,2,8,1,0,1
SP,2006,2,8,2,0,1
SP,2006,2,8,1,0,1
SP,2006,2,8,3,0,1
SP,2006,2,8,8,0,1
SP,2006,2,8,5,0,1
SP,2006,2,8,0,0,1
SP,2006,2,8,2,0,1
SP,2006,2,8,3,1,1
SP,2006,2,8,3,0,1
SP,2006,2,8,6,0,1
SP,2006,2,8,0,0,1
SP,2006,2,8,3,0,1
SP,2006,2,8,4,0,1
SP,2006,2,8,0,0,1
SP,2006,2,8,1,0,1
SP,2006,2,8,1,0,1
SP,2006,2,8,1,0,1
SP,2006,2,8,1,0,1
SP,2006,2,8,0,0,1
SP,2006,2,8,2,0,1
SP,2006,2,8,6,0,1
SP,2006,2,8,2,0,1
SP,2006,2,8,2,0,1
SP,2006,2,8,1,0,1
SP,2006,2,8,4,0,1
SP,2006,2,8,1,0,1
SP,2006,2,8,0,0,1
SP,2006,2,8,5,0,1
SP,2006,2,8,8,0,1
SP,2006,2,8,1,0,1
SP,2006,2,8,2,0,1
SP,2006,2,8,0,0,1
SP,2006,2,8,0,0,1
SP,2006,2,8,4,0,1
SP,2006,2,8,4,0,1
SP,2006,2,8,0,0,1
SP,2006,2,8,0,0,1
SP,2006,2,8,2,0,1
SP,2006,2,8,1,0,1
SP,2006,2,8,1,0,1
SP,2006,2,8,6,0,1
SP,2006,2,8,4,0,1
SP,2006,2,8,3,0,1
SP,2006,2,8,1,0,1
SP,2006,2,8,1,0,1
SP,2006,2,8,1,0,1
SP,2006,2,8,0,0,1
SP,2006,2,8,1,0,1
SP,2006,2,8,10,0,1
SP,2006,2,8,0,0,1
SP,2006,2,8,1,0,1
SP,2006,2,8,4,0,1
SP,2006,2,8,2,0,1
SP,2006,2,8,0,0,1
SP,2006,2,8,5,0,1
SP,2006,2,8,0,0,1
SP,2006,2,8,4,0,1
SP,2006,2,8,4,0,1
SP,2006,2,8,1,0,1
SP,2006,2,25,22,3,1
SP,2006,2,25,17,0,1
SP,2006,2,25,0,0,1
SP,2006,2,25,4,1,1
SP,2006,2,25,9,0,1
SP,2006,2,25,9,2,1
SP,2006,2,25,3,1,1
SP,2006,2,25,16,2,1
SP,2006,2,25,3,0,1
SP,2006,2,25,5,0,1
SP,2006,2,25,5,0,1
SP,2006,2,25,15,0,1
SP,2006,2,25,2,0,1
SP,2006,2,25,16,0,1
SP,2006,2,25,4,0,1
SP,2006,2,25,13,0,1
SP,2006,2,25,10,0,1
SP,2006,2,25,5,0,1
SP,2006,2,25,6,0,1
SP,2006,2,25,4,0,1
SP,2006,2,25,7,0,1
SP,2006,2,25,5,1,1
SP,2006,2,25,7,0,1
SP,2006,2,25,2,1,1
SP,2006,2,25,2,0,1
SP,2006,2,25,4,0,1
SP,2006,2,25,6,1,1
SP,2006,2,25,5,0,1
SP,2006,2,25,0,0,1
SP,2006,2,25,19,1,1
SP,2006,2,25,2,0,1
SP,2006,2,25,3,0,1
SP,2006,2,25,19,1,1
SP,2006,2,25,8,0,1
SP,2006,2,25,5,0,1
SP,2006,2,25,8,0,1
SP,2006,2,25,14,1,1
SP,2006,2,25,15,0,1
SP,2006,2,25,5,1,1
SP,2006,2,25,8,0,1
SP,2006,2,25,6,0,1
SP,2006,2,25,10,0,1
SP,2006,2,25,5,0,1
SP,2006,2,25,3,0,1
SP,2006,2,25,3,0,1
SP,2006,2,25,11,0,1
SP,2006,2,25,3,0,1
SP,2006,2,25,2,0,1
SP,2006,2,25,4,0,1
SP,2006,2,25,5,0,1
SP,2006,2,25,1,0,1
SP,2006,2,25,6,0,1
SP,2006,2,25,2,0,1
SP,2006,2,25,7,0,1
SP,2006,2,25,0,0,1
SP,2006,2,25,11,0,1
SP,2006,2,25,3,0,1
SP,2006,2,25,6,0,1
SP,2006,2,25,4,0,1
SP,2006,2,25,13,0,1
SP,2006,2,25,9,0,1
SP,2006,2,25,6,1,1
SP,2006,2,25,3,0,1
SP,2006,2,25,5,0,1
SP,2006,2,25,4,0,1
SP,2006,2,25,6,0,1
SP,2006,2,25,9,0,1
SP,2006,2,25,3,0,1
SP,2006,2,25,12,0,1
SP,2006,2,25,7,0,1
SP,2006,2,25,4,0,1
SP,2006,2,25,13,1,1
SP,2006,2,25,2,0,1
SP,2006,2,25,2,0,1
SP,2006,2,25,3,0,1
SP,2006,2,25,4,1,1
SP,2006,2,25,8,0,1
SP,2006,2,25,8,1,1
SP,2006,2,25,18,0,1
SP,2006,2,25,6,0,1
SP,2006,3,4,4,1,1
SP,2006,3,4,4,0,1
SP,2006,3,4,5,0,1
SP,2006,3,4,9,0,1
SP,2006,3,4,6,0,1
SP,2006,3,4,3,0,1
SP,2006,3,4,10,0,1
SP,2006,3,4,6,0,1
SP,2006,3,4,4,0,1
SP,2006,3,4,8,0,1
SP,2006,3,4,3,0,1
SP,2006,3,4,5,1,1
SP,2006,3,4,8,1,1
SP,2006,3,4,5,0,1
SP,2006,3,4,14,1,1
SP,2006,3,4,6,0,1
SP,2006,3,4,7,1,1
SP,2006,3,4,11,0,1
SP,2006,3,4,0,0,1
SP,2006,3,4,4,0,1
SP,2006,3,4,6,1,1
SP,2006,3,4,1,0,1
SP,2006,3,4,5,1,1
SP,2006,3,4,6,0,1
SP,2006,3,4,1,0,1
SP,2006,3,4,0,0,1
SP,2006,3,4,9,0,1
SP,2006,3,4,1,0,1
SP,2006,3,4,0,0,1
SP,2006,3,4,9,1,1
SP,2006,3,4,0,0,1
SP,2006,3,4,5,0,1
SP,2006,3,4,5,2,1
SP,2006,3,4,1,0,1
SP,2006,3,4,19,0,1
SP,2006,3,4,7,1,1
SP,2006,3,4,4,0,1
SP,2006,3,4,1,0,1
SP,2006,3,4,9,0,1
SP,2006,3,4,0,0,1
SP,2006,3,4,8,0,1
SP,2006,3,4,6,0,1
SP,2006,3,4,12,0,1
SP,2006,3,4,0,0,1
SP,2006,3,4,13,0,1
SP,2006,3,4,4,0,1
SP,2006,3,4,12,0,1
SP,2006,3,4,5,0,1
SP,2006,3,4,4,1,1
SP,2006,3,4,0,0,1
SP,2006,3,4,9,0,1
SP,2006,3,4,6,0,1
SP,2006,3,4,31,1,1
SP,2006,3,4,0,0,1
SP,2006,3,4,0,0,1
SP,2006,3,4,9,0,1
SP,2006,3,4,1,0,1
SP,2006,3,4,8,0,1
SP,2006,3,4,0,0,1
SP,2006,3,4,7,1,1
SP,2006,3,4,6,0,1
SP,2006,3,4,7,0,1
SP,2006,3,4,3,0,1
SP,2006,3,4,13,0,1
SP,2006,3,4,1,0,1
SP,2006,3,4,5,0,1
SP,2006,3,4,0,0,1
SP,2006,3,4,2,0,1
SP,2006,3,4,4,0,1
SP,2006,3,4,14,0,1
SP,2006,3,4,0,0,1
SP,2006,3,4,5,0,1
SP,2006,3,4,9,0,1
SP,2006,3,4,6,0,1
SP,2006,3,4,0,0,1
SP,2006,3,4,1,0,1
SP,2006,3,4,9,1,1
SP,2006,3,4,4,0,1
SP,2006,3,4,13,0,1
SP,2006,3,4,5,0,1
SP,2006,3,11,13,0,1
SP,2006,3,11,10,2,1
SP,2006,3,11,1,0,1
SP,2006,3,11,3,0,1
SP,2006,3,11,2,1,1
SP,2006,3,11,3,1,1
SP,2006,3,11,2,0,1
SP,2006,3,11,2,0,1
SP,2006,3,11,3,0,1
SP,2006,3,11,2,0,1
SP,2006,3,11,2,0,1
SP,2006,3,11,1,0,1
SP,2006,3,11,2,0,1
SP,2006,3,11,4,1,1
SP,2006,3,11,10,0,1
SP,2006,3,11,5,0,1
SP,2006,3,11,22,1,1
SP,2006,3,11,8,2,1
SP,2006,3,11,6,0,1
SP,2006,3,11,5,0,1
SP,2006,3,11,6,1,1
SP,2006,3,11,14,0,1
SP,2006,3,11,0,0,1
SP,2006,3,11,13,2,1
SP,2006,3,11,6,0,1
SP,2006,3,11,9,1,1
SP,2006,3,11,9,1,1
SP,2006,3,11,4,0,1
SP,2006,3,11,5,0,1
SP,2006,3,11,5,1,1
SP,2006,3,11,8,1,1
SP,2006,3,11,4,1,1
SP,2006,3,11,0,0,1
SP,2006,3,11,12,0,1
SP,2006,3,11,0,0,1
SP,2006,3,11,8,1,1
SP,2006,3,11,1,0,1
SP,2006,3,11,5,2,1
SP,2006,3,11,5,0,1
SP,2006,3,11,5,1,1
SP,2006,3,11,0,0,1
SP,2006,3,11,7,1,1
SP,2006,3,11,3,0,1
SP,2006,3,11,3,0,1
SP,2006,3,11,3,1,1
SP,2006,3,11,3,0,1
SP,2006,3,11,6,1,1
SP,2006,3,11,4,0,1
SP,2006,3,11,2,0,1
SP,2006,3,11,6,1,1
SP,2006,3,11,1,0,1
SP,2006,3,11,4,1,1
SP,2006,3,11,30,0,1
SP,2006,3,11,9,0,1
SP,2006,3,11,2,0,1
SP,2006,3,11,28,0,1
SP,2006,3,11,15,0,1
SP,2006,3,11,3,1,1
SP,2006,3,11,10,0,1
SP,2006,3,11,10,0,1
SP,2006,3,11,6,0,1
SP,2006,3,11,2,1,1
SP,2006,3,11,4,1,1
SP,2006,3,11,7,3,1
SP,2006,3,11,0,0,1
SP,2006,3,11,9,3,1
SP,2006,3,11,4,0,1
SP,2006,3,11,4,2,1
SP,2006,3,11,1,0,1
SP,2006,3,11,5,0,1
SP,2006,3,11,5,0,1
SP,2006,3,11,4,2,1
SP,2006,3,11,3,0,1
SP,2006,3,11,2,1,1
SP,2006,3,11,2,1,1
SP,2006,3,11,7,1,1
SP,2006,3,11,6,0,1
SP,2006,3,11,4,1,1
SP,2006,3,11,2,0,1
SP,2006,3,11,3,0,1
SP,2006,3,18,6,0,1
SP,2006,3,18,6,0,1
SP,2006,3,18,7,0,1
SP,2006,3,18,1,0,1
SP,2006,3,18,5,0,1
SP,2006,3,18,2,1,1
SP,2006,3,18,0,0,1
SP,2006,3,18,6,2,1
SP,2006,3,18,0,0,1
SP,2006,3,18,2,0,1
SP,2006,3,18,2,0,1
SP,2006,3,18,7,2,1
SP,2006,3,18,6,3,1
SP,2006,3,18,6,0,1
SP,2006,3,18,7,3,1
SP,2006,3,18,0,0,1
SP,2006,3,18,1,1,1
SP,2006,3,18,1,0,1
SP,2006,3,18,4,1,1
SP,2006,3,18,2,0,1
SP,2006,3,18,1,0,1
SP,2006,3,18,0,0,1
SP,2006,3,18,5,1,1
SP,2006,3,18,7,0,1
SP,2006,3,18,3,0,1
SP,2006,3,18,1,0,1
SP,2006,3,18,0,0,1
SP,2006,3,18,0,0,1
SP,2006,3,18,0,0,1
SP,2006,3,18,3,2,1
SP,2006,3,18,3,0,1
SP,2006,3,18,2,0,1
SP,2006,3,18,0,0,1
SP,2006,3,18,5,1,1
SP,2006,3,18,4,1,1
SP,2006,3,18,1,0,1
SP,2006,3,18,4,0,1
SP,2006,3,18,4,0,1
SP,2006,3,18,3,0,1
SP,2006,3,18,2,0,1
SP,2006,3,18,0,0,1
SP,2006,3,18,2,0,1
SP,2006,3,18,6,0,1
SP,2006,3,18,1,0,1
SP,2006,3,18,5,0,1
SP,2006,3,18,5,0,1
SP,2006,3,18,4,0,1
SP,2006,3,18,1,1,1
SP,2006,3,18,11,2,1
SP,2006,3,18,4,0,1
SP,2006,3,18,3,0,1
SP,2006,3,18,1,0,1
SP,2006,3,18,1,0,1
SP,2006,3,18,3,0,1
SP,2006,3,18,0,0,1
SP,2006,3,18,6,0,1
SP,2006,3,18,2,0,1
SP,2006,3,18,1,0,1
SP,2006,3,18,4,0,1
SP,2006,3,18,3,1,1
SP,2006,3,18,0,0,1
SP,2006,3,18,3,0,1
SP,2006,3,18,2,1,1
SP,2006,3,18,3,0,1
SP,2006,3,18,0,0,1
SP,2006,3,18,6,1,1
SP,2006,3,18,2,1,1
SP,2006,3,18,6,0,1
SP,2006,3,18,0,0,1
SP,2006,3,18,1,0,1
SP,2006,3,18,2,1,1
SP,2006,3,18,1,0,1
SP,2006,3,18,8,0,1
